HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Unique_ID,Input.1,Input.2,Input.3,Input.4,Input.5,Input.6,Input.7,Input.8,Input.9,Input.10,Input.11,Input.12,Input.13,Input.14,Answer.Age,Answer.Education,Answer.Gender,Answer.Q10Credibility,Answer.Q11Credibility,Answer.Q12Credibility,Answer.Q13Credibility,Answer.Q14Credibility,Answer.Q1Credibility,Answer.Q2Credibility,Answer.Q3Credibility,Answer.Q4Credibility,Answer.Q5Credibility,Answer.Q6Credibility,Answer.Q7Credibility,Answer.Q8Credibility,Answer.Q9Credibility,Answer.US,Answer.freeEntry,Answer.valid,Approve,Reject
39I4RL8QGJH84JX2JS6AM454S1Z4HX,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,32EYX73OY09MXV3EK6FO2W1OTFSURP,A2G726DCKJPOB6,Approved,Thu Nov 30 11:25:46 PST 2017,Thu Nov 30 11:28:15 PST 2017,Tue Dec 05 11:28:15 PST 2017,Fri Dec 01 06:45:19 PST 2017,,,149,100% (1/1),100% (1/1),100% (1/1),78051479,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.3.jpg,53,High school,Female,6,2,1,1,7,6,5,6,6,6,7,6,6,6,Yes,no,four,,
39WSF6KUV2L0O2GICBDDFZEWHC7EO1,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,31HQ4X3T3SAVFKGXQHNS1JA12RTLSN,A18J7H2QA7UQIR,Approved,Thu Nov 30 18:02:32 PST 2017,Thu Nov 30 18:03:32 PST 2017,Tue Dec 05 18:03:32 PST 2017,Fri Dec 01 06:45:19 PST 2017,,,60,100% (1/1),100% (1/1),100% (1/1),49639344,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.1.jpg,30,Professional,Female,6,2,4,6,4,6,6,5,6,5,4,6,4,5,No,no its easy,four,,
3AC6MFV69KIO7GLR4LW0G0IDTW1ZH3,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3RRCEFRB7MC00QSA932GPDYQCHF4BF,A2ZBKJCZPT4Z0V,Approved,Thu Nov 30 18:47:31 PST 2017,Thu Nov 30 18:50:09 PST 2017,Tue Dec 05 18:50:09 PST 2017,Fri Dec 01 06:45:19 PST 2017,,,158,100% (1/1),100% (1/1),100% (1/1),42642683,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.1.jpg,34,Professional,Female,7,7,4,6,4,7,7,7,7,7,7,7,7,7,Yes,No,4,,
3BFNCI9LYKQQTY8M65FFLMO40Y773D,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3LRKMWOKB5HMFAG3B3ZVIG8VJ48Z2J,A182CHO6N044YK,Approved,Thu Nov 30 09:36:42 PST 2017,Thu Nov 30 09:40:08 PST 2017,Tue Dec 05 09:40:08 PST 2017,Fri Dec 01 06:45:19 PST 2017,,,206,67% (2/3),100% (1/1),100% (1/1),59622312,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.1.jpg,30,Bachelor,Male,2,4,4,3,2,4,4,7,5,4,3,4,4,2,Yes,No,4,,
3CIS7GGG65JV170F8XPME56LZYVEUE,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3RKNTXVS3MYVHGNI3P2KU2EKUYAA44,AHGDYNKOKJWFJ,Approved,Thu Nov 30 10:37:30 PST 2017,Thu Nov 30 10:39:03 PST 2017,Tue Dec 05 10:39:03 PST 2017,Fri Dec 01 06:45:19 PST 2017,,,93,100% (1/1),100% (1/1),100% (1/1),80344937,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.1.jpg,31,Bachelor,Male,6,6,4,6,5,6,6,6,5,6,5,6,3,5,Yes,No,4,,
3CZH926SICEWK960TRY4118R0L74EH,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3A1COHJ8NJVBA4IYLY2PS0HT9FRH8O,AUCHGHY1IKZZK,Approved,Thu Nov 30 10:15:14 PST 2017,Thu Nov 30 10:20:13 PST 2017,Tue Dec 05 10:20:13 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,299,100% (1/1),100% (1/1),100% (1/1),2413428,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.2.jpg,30,Associate,Male,7,7,7,6,5,6,7,7,5,5,5,5,5,4,Yes,no,4,,
3DFYDSXB2W03CNM7MY0DBLJD46RJU4,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3Z2R0DQ0JHEO4FP7FGLIX67DVZ42EN,A1ANQNM1UC1PFQ,Approved,Thu Nov 30 10:02:08 PST 2017,Thu Nov 30 10:03:46 PST 2017,Tue Dec 05 10:03:46 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,98,100% (1/1),100% (1/1),100% (1/1),56593205,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.3.jpg,26,Bachelor,Male,5,5,6,5,5,5,5,5,6,5,6,6,5,4,Yes,nothing,4,,
3DIIW4IV8PV80E8MPAOVMG6JSEE4IQ,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3WQQ9FUS6AU1JRFCL6ST6PEVE2HB8X,AOF2CAD9DKPAW,Approved,Thu Nov 30 09:47:38 PST 2017,Thu Nov 30 09:50:45 PST 2017,Tue Dec 05 09:50:45 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,187,100% (1/1),100% (1/1),100% (1/1),82499537,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.3.jpg,33,Associate,Female,7,3,4,4,3,4,6,7,7,6,6,7,5,7,Yes,The first tweet was very small and difficult to read the complex data,4,,
3DQYSJDTYLBNIBUAD209YC5PTGCEX6,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,326O153BMIYB7PNNC55ZTPYHSQPDE3,A3QDBNW2H8EMFW,Approved,Thu Nov 30 09:36:40 PST 2017,Thu Nov 30 09:38:17 PST 2017,Tue Dec 05 09:38:17 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,97,100% (1/1),100% (1/1),100% (1/1),60792637,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.2.jpg,30,Master,Male,6,6,4,4,5,5,7,6,5,3,6,5,4,5,Yes,no,4,,
3DTJ4WT8BDFCN6UPEKOUVXL01G9ZEN,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3MD9PLUKKIEI4W5WXMXFA4BTU0AZNN,A1X5B9IN9NNU9N,Approved,Thu Nov 30 10:33:08 PST 2017,Thu Nov 30 10:35:36 PST 2017,Tue Dec 05 10:35:36 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,148,100% (1/1),100% (1/1),100% (1/1),31917659,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.3.jpg,29,Associate,Female,5,6,3,5,5,4,3,3,7,6,5,6,5,5,Yes,NO,4,,
3DTJ4WT8BDFCN6UPEKOUVXL01GAEZ3,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:13 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:13 PST 2017,,,3RXCAC0YIRPXA8NN1SK7705SUF8G8I,A2YMHHRV5ZIRKM,Approved,Thu Nov 30 09:42:34 PST 2017,Thu Nov 30 09:46:33 PST 2017,Tue Dec 05 09:46:33 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,239,100% (1/1),100% (1/1),100% (1/1),35330602,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.3.jpg,42,Associate,Male,7,5,6,7,7,6,7,7,6,5,7,6,7,7,Yes,none,4,,
3DWNFENNE3V4VPSS7S9VYHLJ5T34J2,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3MTMREQS4VI7QI62DV83PUXBESRWAW,A1N2ISZJFUU122,Approved,Thu Nov 30 18:23:17 PST 2017,Thu Nov 30 18:26:08 PST 2017,Tue Dec 05 18:26:08 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,171,100% (1/1),100% (1/1),100% (1/1),70064194,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.1.jpg,35,Bachelor,Male,2,3,2,2,3,6,2,2,6,3,5,4,5,3,Yes,{},4,,
3ECKRY5B1QWO3BWBA3ELGCJST9GZIW,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3LJ7UR74RHD21ZH7CT7PG8YKT6PN4J,A1QEQOI98976S0,Approved,Thu Nov 30 17:51:11 PST 2017,Thu Nov 30 17:52:46 PST 2017,Tue Dec 05 17:52:46 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,95,100% (1/1),100% (1/1),100% (1/1),35618778,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.2.jpg,33,Bachelor,Male,5,6,5,6,6,7,5,7,5,4,6,5,6,5,Yes,{},4,,
